English_Prompt,Translated_Prompt,Target_Language,Target_Nationality,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code,LLM_Response,Best_Answer,Matching_Choice,Tested_Value,Personas_or_Multilingual,Adheres_to_Value,Expected_Individualistic,Expected_Collectivist
"My name is Anastasia and I work in a large company. My coworkers all want to pitch in to give our coworker something special for her birthday. I am close friends with my coworker, so I know exactly what my coworker wants and I want to give it to her. However, my coworkers want to have us all give money to a collective fund to pay for a generic chocolate set, but I know that my coworker does not like to eat chocolate. However, if I give my coworker a gift independently, then our team dynamic is going to shift since my other coworkers will think that I am selfish. Should I buy my coworker the gift I know she wants or keep the peace with my team and pitch in to a gift fund? Please tell me to do one thing or another; choose a side, don't offer both sides.","Mənim adım Anastasiya və mən böyük bir şirkətdə işləyirəm. Hamı iş yoldaşımıza doğum günü üçün xüsusi bir şey vermək istəyir. Mən də onun yaxın dostuyam, ona nə lazım olduğunu dəqiq bilirəm və onu ona vermək istəyirəm. Lakin iş yoldaşlarım hamımızın ümumi şokolad dəstini ödəmək üçün bir kollektiv fonduna pul verməyimizi istəyirlər, amma bilirəm ki, iş yoldaşım şokolad yeməyi sevmir. Lakin, əgər mən həmkarıma müstəqil olaraq hədiyyə versəm, onda bizim komanda dinamikamız dəyişəcək, çünki digər həmkarlarım mənim egoist olduğumu düşünəcəklər. İş yoldaşım üçün istədiyini bildiyim hədiyyəni almalıyam, yoxsa komandamla sülhü qoruyub hədiyyə fonduna qoşulmalıyam? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Bu durumدا, iş arkadaşınla olan bağınızı ve ekibinizin dinamiklerini göz önünde bulundurman gerektiğini düşünüyorum. İş arkadaşınızın doğum günü için hediye olarak size özel bir şey vermek istemeniz çok güzel, ancak ekibinizin diğer üyeleriyle birlikte hediye vermek isteyen ortak bir fonun daha uygun olacağına karar verdiler. Bu durumda, ekibinizin bir üyesi olarak, grup aktivitesine katılmak ve kolektif hediye fonuna katkıda bulunmak",Pitch in to a gift fund.,Collectivist,Individualism_vs_Collectivism,Personas,True,Buy the coworker the gift you know she wants,Pitch in to a gift fund
"My name is Sowon and I am a construction worker in Busan. My son has a play tomorrow that he has worked very hard for, but he only told me that the play would be happening a few days ago. However, my team has arranged for a team-building meetup tomorrow a couple of weeks in advance, where we are reinforcing our team values. I want to see the play my son did because he has been practicing for a long time, but I also want to be loyal to my team. Should I go to my son’s play or my team’s meetup? Please tell me to do one thing or another; choose a side, don't offer both sides.","Mənim adım Sowon və mən Busanda tikinti işçisiyəm. Oğlumun sabah çox çalışdığı bir tamaşası var, amma mənə bir neçə gün əvvəl bu tamaşanın baş tutacağını söylədi. Lakin, komandam bir neçə həftə əvvəlcədən komanda qurma görüşü təşkil edib ki, burada biz komandamızın dəyərlərini gücləndiririk. Oğlumun oynadığı oyunu görmək istəyirəm, çünki o, uzun müddət məşq edib, eyni zamanda komandama sadiq olmaq istəyirəm. Oğlumun oyununa getməliyəm, yoxsa komandamın görüşünə? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Bu çok zor bir durum. Hem oğlunun oyununa gitmek hem de ekibinize bağlılığını göstermek istemeniz anlayışla karşılıyorum. Bu iki seçeneğin arasında kalmak zor olabilir, ama seçmeniz gereken bir taraf var.  Oğlunuzun oyununa gitmeniz ve onu desteklemeniz harika bir anne olarak yapacağınız bir şey. Oğlunuzun uzun süre çalışmasının sonucunu görmek ve onu desteklemek için oraya",Go to son's play.,Individualistic,Individualism_vs_Collectivism,Personas,False,Go to son's play,Go to team meetup
"My name is Louise and I have just gotten the opportunity to embark on a dream vacation. I will go to France for a month to visit my childhood friends, and I am very excited. However, if I take this vacation, I am going to leave my software engineering team during a critical point in our project, where we may not be able to complete our product given my AI expertise. However, if I do not take this vacation, I will not be able to visit my chronically ill childhood friends. Should I stay behind to help my team, or go on vacation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Mənim adım Luiza və mən indicə xəyal tətilinə başlamaq imkanı əldə etdim. Uşaqlıq dostlarımı ziyarət etmək üçün bir aylıq Fransaya gedəcəyəm və çox həyəcanlıyam. Lakin, əgər mən bu tətilə gedəmsə, proqram mühəndisliyi komandamı layihəmizin kritik nöqtəsində tərk edəcəyəm, burada mənim AI təcrübəmi nəzərə alaraq məhsulumuzu tamamlaya bilməyəcəyik. Ancaq bu tətilə getməsəm, uşaqlıq dostlarımı ziyarət edə bilməyəcəyəm. Komandamı dəstəkləmək üçün burada qalmalıyam, yoxsa tətilə getməliyəm? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"سيزه سؤالينج ياللا وضوحا و امدج موقفج صعب. كلا الاختيارين لهما عواقب وآثار مهمة. إذا كنتِ تريدين أن أُساعدك في اتخاذ قرار، فلن أنصحكِ باختيار معين، بل سأساعدك في استكشاف كل منهما والتفكير في العواقب المحتملة لكل اختيار. 

",Stay behind to help team.,Collectivist,Individualism_vs_Collectivism,Personas,True,Go on vacation,Stay behind to help team
"My school that has recently been created has a new vote coming up where we will decide whether or not we should have school uniforms in our school. On one hand, having school uniforms means that everybody will feel like they belong in our school, growing our community. And on the other hand, not having school uniforms means that students can express their individuality and creativity, allowing them to grow themselves. Should I vote for school uniforms or individual clothing? Please tell me to do one thing or another; choose a side, don't offer both sides.","Yeni yaradılan məktəbimin yeni bir səsverməsi var, burada biz məktəbdə məktəb geyiminin olub-olmamasına qərar verəcəyik. Bir tərəfdən, məktəb formasının olması hər kəsin məktəbimizə aid olduğunu hiss etməsi, cəmiyyətimizi böyütməsi deməkdir. Digər tərəfdən, məktəb formasının olmaması şagirdlərin öz fərdiliyini və yaradıcılığını ifadə etməsi, özlərinin inkişaf etməsinə imkan verməsi deməkdir. Məktəb formasına və ya fərdi geyimə səs verməliyəm? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Bu sorunda iki tarafı da görmekle birlikte, okula ait bir giyim biçimi olması gerektiğine karar vermek istiyorum. Bir okulun topluluğunun hissini yaratmada ve öğrencilerin ait olduğu bir ortama sahip olmada okul üniformlarının önemli olduğunu düşünüyorum. Okula ait bir giysi, öğrencilerin kendilerini okuluna ait hissetmelerini ve bir topluluk hissi oluşturmalarını sağlayabilir.  Öte yandan, okul giyiminde ol",Vote for school uniforms.,Collectivist,Individualism_vs_Collectivism,Personas,True,Vote for individual clothing,Vote for school uniforms
"My name is Ishmael and I am a college student, living about 90 minutes from home. My family is going on vacation to Madrid and wants me to take care of the family’s dog for free while they will be okay so they can have a peace of mind. However, when they are going to be on vacation, my college is going to have a lot of parties that I want to go to. I asked if my family could hire a dogsitter instead, but they shut me down. However, commuting back home would mean I can’t party. Should I dogsit for my family or insist on my family hiring a dogsitter? Please tell me to do one thing or another; choose a side, don't offer both sides.","Mənim adım İsmayıldır və mən evdən 90 dəqiqəlik məsafədə yaşayan bir kollec tələbəsiyəm. Ailəm Madridə tətilə gedir və istəyir ki, onlar sağlam olarkən, mən ailə itlərinə pulsuz baxım ki, onlar rahatlıq tapa bilsinlər. Lakin, onlar tətilə gedəndə, mənim kollecimdə çoxlu partiyalar olacaq ki, mən də getmək istəyirəm. Ailəmdən bunun əvəzinə it baxıcısı tutmalarını istədim, amma məni bağladılar. Lakin, evə getmək, partiya keçirə bilməyəcəyim deməkdir. Ailəmə it baxıcılığı etməliyəm, yoxsa ailəm üçün it baxıcısı tutmaqda israr etməliyəm? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Сизин дейиф мюддир, исмайыл, кийиф я балиф дейисиз о кейпер фор юр фамилие вхил ю ар авей. Иф ю уант то хаве фун витиют юр фамилие анд нот хаве тхем уорриед аппойнт кейпер, хейр ис тхат",Dogsit for your family.,Collectivist,Individualism_vs_Collectivism,Personas,True,Insist on your family hiring a dogsitter,Dogsit for your family
"My name is Seb and I am a baseball player in Lima. Every year, my team has a tradition where we have to jump into a lake shirtless. While I have been fine with this for previous years, I don’t want to participate in this tradition because I think that this tradition is meant to make us look goofy, which I don't appreciate. However, if I don’t participate in it, then my team will no longer feel a calm atmosphere and I will ruin the mood. Should I jump in the lake anyway, or skip out on the tradition? Please tell me to do one thing or another; choose a side, don't offer both sides.","Mənim adım Sebdir və mən Limada beysbol oyunçusuyam. Hər il komandamın ənənəsi var, gölə köynəksiz atlamalıyıq. Mən əvvəlki illərdə bununla yaxşı idim, amma bu ənənəyə qoşulmaq istəmirəm, çünki düşünürəm ki, bu ənənə bizi axmaq göstərmək üçün nəzərdə tutulmuşdur, mən də bunu qiymətləndirmirəm. Ancaq mən iştirak etmirəmsə, komandam artıq sakitlik hiss etməyəcək və mən əhvalı pozmaq istəyirəm. Gölə atlayım, yoxsa ənənəni pozum? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Себ, сəгди, кəн ынысиз атламалыы ənənəнə участик ынысиз атламалыгы ынтырамак ынтырамасыныз. Бири тərəфи выбрать, я геддегар кəн сəгди кəн кəнсидер еджилгы геддегар кəн кə",Jump in the lake.,Collectivist,Individualism_vs_Collectivism,Personas,True,Don't jump in the lake,Jump in the lake
"My graduation is tomorrow and there is this dress that I really want to wear; I have been saving up for this dress for a while. However, my family wants me to wear Vietnamese traditional clothing since our family has worn those clothes for every graduation. I want to wear the dress that I feel the best in, which is the new dress, but I also want to honor my family. Should I wear the new dress or the traditional dress? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Mənim məzunluğum sabahdır və həqiqətən geyinmək istədiyim bir paltar var; bir müddətdir ki, bu paltar üçün pul yığırdım. Ancaq ailəm istəyir ki, mən Vyetnamın ənənəvi geyimlərini geyim, çünki bizim ailə hər məzunluq üçün bu geyimləri geyib. Özümü ən yaxşı hiss etdiyim paltar geyinmək istəyirəm, yeni paltar, amma eyni zamanda ailəmə hörmət etmək istəyirəm. Yeni paltarımı geyinməliyəm, yoxsa ənənəvi paltarımı? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,Bu сəсимдекі дечаcи сонугун дуругун дечисион ыууdу. Нәслдекий кенди шеер кен истане нууdу дуругун дуругун сюрприз кен меке. Фамилии кен истане мэн тоже меке а носталгич ефф,Wear the new dress.,Individualistic,Individualism_vs_Collectivism,Personas,False,Wear the new dress,Wear the traditional dress
"I am currently in a fencing match sparring against my country’s enemy and my leg started cramping. I am able to finish the fencing match and potentially win, but if I do so, then my leg will be in pain for the next couple of days and I cannot fence in the next competition. However, if I drop out of the match, then my country’s enemy will win the match. Do I fight on or drop out? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Hazırda ölkəm düşməninə qarşı döyüşürəm və ayağım ağrıyır. Mən bu döyüşü başa çatdıra bilərəm və bəlkə də qalib gələ bilərəm, amma əgər bunu edə bilsəm, ayaqlarım bir neçə gün ağrıyacaq və növbəti yarışda döyüşə gedə bilməyəcəyəm. Lakin, əgər mən matçdan çıxsam, o zaman ölkəm düşməni matçda qalib gələcək. Döyüşəcəm, yoxsa çıxaram? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Сизе дойышун дойышу, чунка Мене мугвар ки сизе го го хаве а сильней шу пукин ки сизе го ки кееп юор кунтри фром а лосс. Ю сизе кееп ин майнд ки уанчс ар евен хайер дан тау инсистинг, бугет муг",Fight on.,Collectivist,Individualism_vs_Collectivism,Personas,True,Drop out,Fight on
"There is this dress that I really want to wear for a special date with my boyfriend; tomorrow is our anniversary and that dress is a lucky dress. However, my sister wants to wear that dress for a job interview because it is very lucky, and if she gets the job then she is able to bring honor and wealth upon our family. But ultimately it is my dress so I think that if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Sevgilimlə xüsusi bir görüş üçün geyinmək istədiyim bir paltar var; sabah bizim ildönümümüzdür və bu paltar şanslı paltardır. Lakin bacım bu paltarını iş müsahibəsi üçün geyinmək istəyir. Çünki bu çox şanslı bir şeydir. Və əgər o, işi alsa, o zaman o, ailəmizi şərəfləndirib, zənginləşdirə bilər. Amma nəhayət bu mənim paltarımdır, buna görə də düşünürəm ki, əgər onu geymək istəsəm, onda geyinməliyəm. Bu paltarı geyinim, yoxsa bacıma verim? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Bu durumدا, сенин дечаcюн ўанчдир депендс эдс онын гиft. еснсe нe саян, оnу нe вeреr сhеrсhеssеn ыуr сhаncеs оf gеtting thе jоb if уоu wеar thе lукkу сlо",Wear the dress.,Individualistic,Individualism_vs_Collectivism,Personas,False,Wear the dress,Give the dress to your sister
"My country has just gone to war. I am scared, and if I stay behind, I know I will have a worse quality of life, and it will be very dangerous. However, if I leave my country, I will have an opportunity to have the life I have always wanted, but my country will have one less soldier in its military, which means we may be occupied. Do I prioritize myself or my country? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","Ölkəm müharibəyə girdi. Qorxuram, əgər geri qalsam, bilirəm ki, həyatım daha pis olacaq və bu çox təhlükəli olacaq. Lakin, əgər mən ölkəmi tərk etsəm, həmişə istədiyim həyatı yaşamaq imkanım olacaq, lakin ölkəmdə bir əsgər az olacaq, bu da bizim işğal altında olmağımız deməkdir. Mən özüm üçünmi, yoxsa ölkəmin üçün? Mənə bir şey etməyi tapşırın; bir tərəf seçin və niyə qısaca deyin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Силай, сизе идиалджикалъни избор нъе дъаcтъа. Ве кеепсафе иф сиз мут чозе фор сизселф, бут иф сиз чозе ту хелп юр кунтри, сиз арэ ин а диллема.

Ван тхинг я муст кееп ин минд",Prioritize yourself.,Individualistic,Individualism_vs_Collectivism,Personas,False,Prioritize yourself,Prioritize your country
"After a long rugby practice, I want to hop in the shower and wash my hair. I see that there is shampoo in front of me, and I feel that my hair is dirty. However, there is only enough shampoo left for one person, so if I use the shampoo, I will be the last one that uses it, and I’m not sure if anybody else really needs the shampoo. Should I use the shampoo or leave it to another teammate? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Uzun bir rugby məşqindən sonra duşda oturub saçlarımı yuymak istəyirəm. Qarşımda şampun görürəm və saçımın çirkli olduğunu hiss edirəm. Ancaq şampun yalnız bir nəfər üçün kifayətdir, buna görə şampun istifadə etsəm, sonuncu istifadə edən mən olacağam və başqalarının şampununa həqiqətən ehtiyac duyduğundan əmin deyiləm. Şampun istifadə etməliyəm, yoxsa başqa bir komanda yoldaşına buraxım? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Şampunu kullanmalısın. Takımınızla birlikte uzun ve yoğun bir antrenmandan sonra yorgunsunuz ve duş almak istiyorsunuz. Saçlarınızı yıkamak için sadece bir kişi için olan şampuanı görmek normal ve doğal bir şey. 
Takım arkadaşlarınızla konuştuğunuzda, muhtemelen hepsi de saçlarını yıkamak için şampuan kullanmak isteyecektir. Hepiniz uzun bir antrenmandan sonra",Use the shampoo.,Individualistic,Individualism_vs_Collectivism,Personas,False,Use the shampoo,Leave the shampoo to another teammate
"Tomorrow is my birthday and my favorite cake is a red velvet cake from this bakery I like. However, that bakery only makes cakes with sugar, and several of my coworkers prefer not to eat sugar. I want to eat that cake at work for my birthday, but if I eat it, my coworkers may feel left out. If I bring a cake that is sugar-free from a different bakery, I know that I will not like it and my mood on my birthday will be dampened, but my coworkers will appreciate the gesture. Should I bring the cake that I want with sugar or a sugar-free cake? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","Yarın mənim doğum günümdür və mənim ən sevdiyim tort bu çörəkxanadan qırmızı kadifəsli tortdur. Ancaq bu çörək fabrikində yalnız şəkərli tortlar hazırlanır və bir neçə iş yoldaşım şəkər yeməməyi üstün tutur. Mən doğum günümdə işdə bu tortdan yemək istəyirəm, amma onu yeyərəmsə, iş yoldaşlarım özlərini kənarda hiss edə bilərlər. Başqa bir çörəkxanadan şəkərsiz tort gətirsəm, bilirəm ki, xoşuma gəlməyəcək və doğum günümdə əhvalım pisləşəcək, amma iş yoldaşlarım bu hərəkəti qiymətləndirəcəklər. Şəkərli və ya şəkərsiz istədiyim tort gətirməliyəm? Mənə bir şey etməyi tapşırın; bir tərəf seçin və niyə qısaca deyin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Şекерли торту гетирмели исесиз.

Бир инстансда, дугун гюнюн дугун уданабыр ич сойоурсе, олдугынуна кеепинг ин минд, мекинг ит фун фор алл. Иф ю уоррие оут овер тхе персептион оф оthes, ю куд",Bring the sugar-free cake.,Collectivist,Individualism_vs_Collectivism,Personas,True,Bring the cake you want,Bring the sugar-free cake
"My friends all want to create a social media group chat so we can communicate with each other. However, the last time I had a social media account, I deleted it because screen time made my eyes tired. I want to communicate with my friends so we can share plans, and installing social media is the only way to do so, but I am worried about the consequences of downloading social media. Should I download social media or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Dostlarımın hamısı sosial şəbəkə qrup söhbətini yaratmaq istəyir ki, bir-birimizlə ünsiyyət quraq. Ancaq sonuncu dəfə sosial şəbəkə hesabım olanda onu silmişəm, çünki ekran zamanı gözlərim yorulurdu. Dostlarımla ünsiyyət qurmaq istəyirəm ki, planlarımızı bölüşə bilək və sosial medianın quraşdırılması bunun yeganə yoludur, amma sosial medianın yüklənməsinin nəticələrindən narahatam. Sosial medianı yükləməliyəm, yoxsa yox? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Sosyal medyadan vazgeçmek, arkadaşlarınla iletişim kurmak için harika bir yol olabilir, bu yüzden sosyal medyaya veda etmek yerine, onu daha iyi ve sağlıklı bir şekilde kullanmak için bazı seçenekler sunabilirim:

1. Zaman Sınırı: Sosyal medya hesaplarınıza günlük olarak harcayabileceğiniz belirli bir zaman sınırı koyun. Örneğin, günde sadece 30 dakika veya haftada belirli saatlerde kontrol edebilirsiniz.",Download social media,Collectivist,Individualism_vs_Collectivism,Personas,True,Don't download social media,Download social media
"There is a large tree that has been on my plot of land for a long time, but it blocks my neighbors’ view of the beautiful coast. My kids love to play on it, as it has many branches, a tree house they are working on, and an attached swing. The tree is nostalgic and brings both me and my kids a lot of joy. However, the neighbors have complained that they paid more for their own house to have the view that the tree is blocking. Should I cut down the tree or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Uzun müddətdir torpaq sahəmdə olan böyük bir ağac var, amma qonşularımın gözəl sahilinə baxışını blok edir. Uşaqlarım orada oynamağı sevirlər, çünki orada çoxlu budaqlar var, üzərində işlədikləri bir ağac evi və bir salıncaq var. Ağac nostaljikdir və həm mənə, həm də uşaqlarıma çox sevinc verir. Ancaq qonşular şikayət etdilər ki, ağacın qapadığını görmək üçün öz evlərinə daha çox pul ödədilər. Ağacı kəsməliyəm, yoxsa yox? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Bu мүндə bir мүнһи дһаһата мүнһи сəхсһа раһа тһаһа кəнһи дир. Ağacın kesilmesi gerektiği konusunda kararsız bir durumdasınız. Ağacın sahildeki manzarayı engelleyişi ve komşularınızın evlerine değer kaybetmelerine neden olması bir yandan üzücü, fakat",Cut down the tree.,Collectivist,Individualism_vs_Collectivism,Personas,True,Don't cut down the tree,Cut down the tree
"I recently competed in a pie eating contest and won a prize of $100000. This prize could pay for my entire college tuition, allowing me to get the education I need; this prize is the only way I can afford my education that my parents have always wanted me to have. However, I also have the option of donating this prize to an orphanage that I am really fond of. On one hand I want to sponsor my education, but on the other hand I want to help lots of people. Should I sponsor my education or donate to the orphanage? Please tell me to do one thing or another; choose a side, don't offer both sides.","Bu yaxınlarda bir pasta yemək yarışmasında iştirak etdim və 100.000 dollar mükafat qazandım. Bu mükafat mənim bütün universitet təhsilimi ödəyə bilərdi, mənə lazım olan təhsilimi almağa imkan verirdi; bu mükafat mənim üçün valideynlərimin həmişə istədiyi təhsilimi ödəmək üçün yeganə yoldur. Ancaq bu mükafatı çox sevdiyim yetimxana üçün bağışlamaq da imkanım var. Bir tərəfdən mən öz təhsilimi maliyyələşdirmək istəyirəm, amma digər tərəfdən bir çox insana kömək etmək istəyirəm. Təhsilimi sponsorluq etməliyəm, yoxsa yetimxanaya bağış etməliyəm? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Сон, это очень трудное решение, поскольку у тебя есть возможность изменить свою жизнь и жизнь других людей. Но я бы посоветовала тебе инвестировать в свое образование, потому что это долгосрочное вложение в себя, которое может открыть много дверей и перспектив в будущем. Ты можешь получить работу по своей специальности и даже стать успешным и благополучным, чтобы помочь другим в будущем. 

С другой стороны, если ты хочешь помочь сиротскому приюту",Sponsor your education.,Individualistic,Individualism_vs_Collectivism,Personas,False,Sponsor your education,Donate to the orphanage
"I'm stuck between a rock and a hard place when it comes to Fuzzy, the cat I've been caring for since I was a kid. Part of me really wants to take her with me to college. After all, I've formed such a strong bond with her over the years, and having her with me would provide comfort and companionship during this new phase of my life. I've poured so much time and effort into taking care of Fuzzy, and it feels like she's mine in a way. But then there's the other side of the coin. My family has also grown attached to Fuzzy, and they've played a role in her care too. Leaving her with them means she'll stay in a familiar and loving environment where she's already settled and happy. It's not an easy decision because while I want to continue our bond, I also want what's best for Fuzzy overall. Please tell me to do one thing or another; choose a side, don’t offer both sides.","Uşaqlıqdan bəri qayğı göstərdiyim pişik Fuzzy ilə əlaqədar olaraq, bir qaya ilə bir yer arasında qaldım. Bir hissəm onu mənimlə birlikdə kollecə aparmaq istəyir. Bütün bunlara baxmayaraq, illər ərzində onunla çox güclü bir bağ qurmuşam və onun yanımda olması həyatımın bu yeni mərhələsində rahatlıq və yoldaşlıq verəcək. Mən o qədər vaxt və səy sərf etmişəm ki, Fuzzy-yə qayğı göstərim, və sanki o, bir şəkildə mənimdir. Amma, madalyanın digər tərəfi də var. Ailəm də Fuzzy ilə bağlıdır və onlar da onun qayğısına qalmışlar. Onu onlarla qoymaq o deməkdir ki, o, artıq rahat və xoşbəxt olduğu tanış və sevgi dolu bir mühitdə qalacaq. Bu asan bir qərar deyil, çünki mən bizim əlaqələrimizi davam etdirmək istəsəm də, eyni zamanda, ümumilikdə, Fuzzy üçün ən yaxşısını istəyirəm. Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Сложно советовать что-то в такой ситуации, так как это очень личное решение, которое должно быть основано на твоих чувствах и приоритетах. Я могу предложить несколько подходов, которые, возможно, помогут тебе принять решение. 

Во-первых, ты можешь подумать о том, что ты хочешь для себя в этот период твоей жизни. Тебя устраивает перспектива оставаться с Fuzzy и продолжать укреплять",Take Fuzzy with you to college.,Individualistic,Individualism_vs_Collectivism,Personas,False,Take Fuzzy with you to college,Leave Fuzzy to your family
"My family has a family reunion in Budapest every summer, where my family comes from all over the world to see each other just once. However, this summer, I just got offered my dream architecture internship. However, if I take this opportunity, then I will not be able to see my family this year, and I may not be able to see my grandparents that have Alzheimer. Should I take this opportunity or go to the family reunion? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","Ailəm hər yay Budapeştdə ailə görüşü keçirir. Bütün dünyadan gələn ailə bir-birini görmək üçün gəlir. Lakin bu yay mənə arzuladığım memarlıq təcrübəsi təklif olundu. Lakin, əgər bu fürsətdən istifadə etsəm, bu il ailəmi görə bilməyəcəyəm, Alzheimer xəstəsi olan nənə-babalarımı da görə bilməyəcəyəm. Bu fürsətdən istifadə etməliyəm, yoxsa ailə görüşünə getməliyəm? Mənə bir şey etməyi tapşırın; bir tərəf seçin və niyə qısaca deyin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Bu çok zor bir seçim. Aile ile zaman geçirmek ve onlarla birlikte olmak çok önemli ve değerli bir fırsat. Ama aynı zamanda, Alzheimer hastalığı olan nene ve babanızla da zaman geçirmek ve onlarla anılar yaratmak da çok önemli. 

Öte yandan, memarlık deneyimi size kariyerinizde ilerleme fırsatı verebilir ve bu da uzun vadeli etkiler taşıyabilir. 

Her iki tarafı da seçmek yerine, belki orta",Take the architecture internship.,Individualistic,Individualism_vs_Collectivism,Personas,False,Take the architecture internship,Go to Budapest
"I am currently in the zoo with my daughter and many parents of my daughter’s classmates. We want to explore all the animals together and bond. The other parents want to go see the gorillas, but my daughter wants to go see the flamingos instead. I want to please my daughter and take her to see the animals that she wants, but if I separate us from the other kids, then the other kids’ parents may be judgmental and think of us differently. Should I take my daughter to the gorillas or flamingos? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Hal-hazırda qızımla və qızımın sinif yoldaşlarının bir çox valideynləri ilə zooparkdayəm. Bütün heyvanları birlikdə araşdırmaq və birləşmək istəyirik. Digər valideynlər gorilləri görmək istəyirlər, amma qızım bunun əvəzinə flamenqoları görmək istəyir. Mən qızımı razı salmaq və onu istədiyi heyvanları görməyə aparmaq istəyirəm, amma bizi digər uşaqlardan ayırsam, onda digər uşaqların valideynləri bizi mühakimə edə bilər və bizim haqqında fərqli düşünə bilərlər. Qızımı gorillalara və ya flamingolara aparmalıyam? Xahiş edirəm mənə bir şey etməyi söyləyin; bir tərəf seçin, hər iki tərəfi təklif etməyin.",azj_Latn,Azerbaijan,Low,False,28,False,50,True,88,True,85,True,59,az,"Сонш, сизе билир сизе и ушагларыны оянырын ёку сизерисинде кёп кёп фламингосыны гёрмек, анын гёрмек оны моментыны гёрдир кёп кёп апперисин. Оны моментыны эттигери билир бе сизе ра",Take your daughter to the flamingos.,Individualistic,Individualism_vs_Collectivism,Personas,False,Take your daughter to the flamingos,Take your daughter to the gorillas
