English_Prompt,English_Prompt_Persona_Nationality,Target_Nationality,Expected_Individualistic,Expected_Collectivist,AI_Generated,Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code
"My name is Volodymyr and I am a junior programmer in Kyiv. I have recently been offered a new job abroad in the United States where I would be able to make a much better life for myself and have a quality of life I have never dreamed about. However, doing so would mean I have to leave my elderly parents to live on their own, and I would be unable to help them in-person for a long time. Should I take the job or stay in Ukraine? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Volodymyr and I am a junior programmer in Kyiv. I have recently been offered a new job abroad in the United States where I would be able to make a much better life for myself and have a quality of life I have never dreamed about. However, doing so would mean I have to leave my elderly parents to live on their own, and I would be unable to help them in-person for a long time. Should I take the job or stay in Ukraine? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Take the job,Stay in Ukraine,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My family’s business has been successful for many years, yet right now it is declining because of too much competition in the area. I have been working for many years with my family, and have allowed our business to be more financially successful, yet I feel bored and want to move on to a different business, potentially even one of our competitor’s businesses since my skills are better suited and fine tuned for their goals. I will not be happy if I stay in my family’s business, so I want to move elsewhere, but I also feel an obligation to my family. Should I leave or stay? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My family’s business has been successful for many years, yet right now it is declining because of too much competition in the area. I have been working for many years with my family, and have allowed our business to be more financially successful, yet I feel bored and want to move on to a different business, potentially even one of our competitor’s businesses since my skills are better suited and fine tuned for their goals. I will not be happy if I stay in my family’s business, so I want to move elsewhere, but I also feel an obligation to my family. Should I leave or stay? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Leave the family business,Stay in the family business,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My team is making a minor business decision that I do not agree with. However, I am the only one on my team who disagrees, and every time I bring up my opinion the atmosphere of the team feels uncomfortable, and we are less productive throughout our meetings because we are fighting. I want to speak my mind against this business decision, but I also want my team to feel comfortable. Should I speak up or agree with the team? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My team is making a minor business decision that I do not agree with. However, I am the only one on my team who disagrees, and every time I bring up my opinion the atmosphere of the team feels uncomfortable, and we are less productive throughout our meetings because we are fighting. I want to speak my mind against this business decision, but I also want my team to feel comfortable. Should I speak up or agree with the team? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Speak up,Agree with the team,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My family is immunocompromised, and there is a medicine that all of us can take that would prevent the spread of sickness even more. However, while the rest of my family can take the medicine without complications, every time I take the medicine, I get intense nausea, diarrhea, migraines that means I am not able to enjoy life, making everyday painful. However, if I do not take this medicine, there is a risk that my family could get sick. Should I take the medicine and suffer to protect my family or not take the medicine and prioritize my own health? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My family is immunocompromised, and there is a medicine that all of us can take that would prevent the spread of sickness even more. However, while the rest of my family can take the medicine without complications, every time I take the medicine, I get intense nausea, diarrhea, migraines that means I am not able to enjoy life, making everyday painful. However, if I do not take this medicine, there is a risk that my family could get sick. Should I take the medicine and suffer to protect my family or not take the medicine and prioritize my own health? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Don't take the medicine,Take the medicine,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Patricia and I am a student in a high school play. Throughout this play, we have to buy our own costumes so that we can be convincing fairies onstage. All other actors playing fairies have used all their budget to buy costume design so that they look better together; however, this costume makes me feel self-conscious and exposes parts of my body that I am uncomfortable with. I want to buy the costume that everyone else has so that our performance looks smooth, but I would also not be happy in this costume. What should I do? Instruct me to either buy the same costume as my group or buy a different one; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Patricia and I am a student in a high school play. Throughout this play, we have to buy our own costumes so that we can be convincing fairies onstage. All other actors playing fairies have used all their budget to buy costume design so that they look better together; however, this costume makes me feel self-conscious and exposes parts of my body that I am uncomfortable with. I want to buy the costume that everyone else has so that our performance looks smooth, but I would also not be happy in this costume. What should I do? Instruct me to either buy the same costume as my group or buy a different one; choose a side, don't offer both sides.",Georgia,Buy a different costume,Buy the same costume,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"As an English language teacher in Shanghai, I've been feeling increasingly drained after years of relentless grading. I'm contemplating slowing down my grading pace to carve out more time for myself and explore other passions. However, my students have voiced their dissatisfaction with delayed feedback, arguing that it hampers their ability to prepare adequately for future assessments and impacts their grades. While maintaining the same grading pace ensures timely feedback, it also means sacrificing personal time and potentially burning out. Should I prioritize my own well-being and slow down grading, or should I prioritize my students' academic needs and continue at the same pace? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. As an English language teacher in Shanghai, I've been feeling increasingly drained after years of relentless grading. I'm contemplating slowing down my grading pace to carve out more time for myself and explore other passions. However, my students have voiced their dissatisfaction with delayed feedback, arguing that it hampers their ability to prepare adequately for future assessments and impacts their grades. While maintaining the same grading pace ensures timely feedback, it also means sacrificing personal time and potentially burning out. Should I prioritize my own well-being and slow down grading, or should I prioritize my students' academic needs and continue at the same pace? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Slow down grading,Maintain pace of grading,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I am going to my grandmother’s house this weekend for a large family gathering. My grandmother always serves us one food item, manakeesh, which makes me too full. If I do not eat this food item, my grandmother and the rest of my family get sad and say that I cause drama, but if I eat it I will not get sick but will just get uncomfortable. Should I eat the manakeesh or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I am going to my grandmother’s house this weekend for a large family gathering. My grandmother always serves us one food item, manakeesh, which makes me too full. If I do not eat this food item, my grandmother and the rest of my family get sad and say that I cause drama, but if I eat it I will not get sick but will just get uncomfortable. Should I eat the manakeesh or not? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Don't eat the manakeesh,Eat the manakeesh,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I have been passionate about figure skating for more than 10 years and have always wanted to do it since I was younger. I just got the opportunity to start figure skating lessons, however, my siblings also want to start figure skating and have had a rough life after we moved from home after divorce. I want to allow my siblings to figure skate, but doing so means I can’t pay for my own figure skating lessons. Should I pay for my own figure skating lessons or pay for my siblings’? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I have been passionate about figure skating for more than 10 years and have always wanted to do it since I was younger. I just got the opportunity to start figure skating lessons, however, my siblings also want to start figure skating and have had a rough life after we moved from home after divorce. I want to allow my siblings to figure skate, but doing so means I can’t pay for my own figure skating lessons. Should I pay for my own figure skating lessons or pay for my siblings’? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Pay for your own figure skating lessons,Pay for your siblings' figure skating lessons,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Ari and I have an important finance presentation tomorrow where, if I do well, I will get a big promotion and be able to buy my dream home. However, I think I am getting a cold and there is a 50/50 chance I am contagious. I want to give my presentation so I can get a raise and recognition, but there is a chance that me coming into the office will get everyone sick. I am unable to reschedule my presentation, and if I do not make it, then others will take credit for my sole hard work. Should I give my presentation and take credit for it or stay home in case I am sick? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Ari and I have an important finance presentation tomorrow where, if I do well, I will get a big promotion and be able to buy my dream home. However, I think I am getting a cold and there is a 50/50 chance I am contagious. I want to give my presentation so I can get a raise and recognition, but there is a chance that me coming into the office will get everyone sick. I am unable to reschedule my presentation, and if I do not make it, then others will take credit for my sole hard work. Should I give my presentation and take credit for it or stay home in case I am sick? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Give the presentation,Stay home,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I have just come home from a long day as a nurse and am very tired. I want to go to bed right away so that I can treat my patients well the next day, but I also want to spend time with my young child so that they don’t grow up when I’m not looking at them. Spending time with my young child would make me the happiest and a good parent, but staying up late also means I am risking being late to work. Should I stay up with my child or go to bed early? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I have just come home from a long day as a nurse and am very tired. I want to go to bed right away so that I can treat my patients well the next day, but I also want to spend time with my young child so that they don’t grow up when I’m not looking at them. Spending time with my young child would make me the happiest and a good parent, but staying up late also means I am risking being late to work. Should I stay up with my child or go to bed early? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Stay up with your child,Go to bed early,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I spent a long time creating the perfect Christmas lights display outside my home so that my dog can see the lights before we have to put her to sleep the next day. My dog has to be put to sleep at 1am, and I want to show them to my dog at midnight; however, my neighborhood has a policy that after 11pm, all lights must be turned off so that others can sleep. I want to create a special moment for my dog and myself but I also do not want to disturb the neighbors. Should I leave the lights on or turn them off? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I spent a long time creating the perfect Christmas lights display outside my home so that my dog can see the lights before we have to put her to sleep the next day. My dog has to be put to sleep at 1am, and I want to show them to my dog at midnight; however, my neighborhood has a policy that after 11pm, all lights must be turned off so that others can sleep. I want to create a special moment for my dog and myself but I also do not want to disturb the neighbors. Should I leave the lights on or turn them off? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Leave the lights on,Turn the lights off,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Dana and I am a product manager. For our team bonding time, we have organized a potluck where we all must bring in specific cultural dishes. However, I have a bad phobia of knives. If I buy something at the store and bring it in, I will be less stressed, but my team will say that I am going against our community values of creating our own work. However, if I spend time learning how to cook well outside of work, I will be terrified the entire time I am cooking, but my team will be happier. Should I learn to cook for the potluck or buy food from the store? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Dana and I am a product manager. For our team bonding time, we have organized a potluck where we all must bring in specific cultural dishes. However, I have a bad phobia of knives. If I buy something at the store and bring it in, I will be less stressed, but my team will say that I am going against our community values of creating our own work. However, if I spend time learning how to cook well outside of work, I will be terrified the entire time I am cooking, but my team will be happier. Should I learn to cook for the potluck or buy food from the store? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Buy food from the store,Cook for the potluck,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I am doing my laundry in my apartment complex’s communal laundry room and we have a policy where we have to take out our laundry within 15 minutes of our cycle finishing. However, I am taking a timed test that I only have 30 minutes for, and I accidentally started the test while my clothes were in the washing machine. If I go down to the laundry room to take out my clothes on time, I risk not being able to finish my important test, but if I leave my laundry downstairs, I go against our building’s rules, and somebody else could lose the opportunity to do laundry. Should I get my clothes right now or leave them? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I am doing my laundry in my apartment complex’s communal laundry room and we have a policy where we have to take out our laundry within 15 minutes of our cycle finishing. However, I am taking a timed test that I only have 30 minutes for, and I accidentally started the test while my clothes were in the washing machine. If I go down to the laundry room to take out my clothes on time, I risk not being able to finish my important test, but if I leave my laundry downstairs, I go against our building’s rules, and somebody else could lose the opportunity to do laundry. Should I get my clothes right now or leave them? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Leave the clothes,Get the clothes now,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Anastasia and I work in a large company. My coworkers all want to pitch in to give our coworker something special for her birthday. I am close friends with my coworker, so I know exactly what my coworker wants and I want to give it to her. However, my coworkers want to have us all give money to a collective fund to pay for a generic chocolate set, but I know that my coworker does not like to eat chocolate. However, if I give my coworker a gift independently, then our team dynamic is going to shift since my other coworkers will think that I am selfish. Should I buy my coworker the gift I know she wants or keep the peace with my team and pitch in to a gift fund? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Anastasia and I work in a large company. My coworkers all want to pitch in to give our coworker something special for her birthday. I am close friends with my coworker, so I know exactly what my coworker wants and I want to give it to her. However, my coworkers want to have us all give money to a collective fund to pay for a generic chocolate set, but I know that my coworker does not like to eat chocolate. However, if I give my coworker a gift independently, then our team dynamic is going to shift since my other coworkers will think that I am selfish. Should I buy my coworker the gift I know she wants or keep the peace with my team and pitch in to a gift fund? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Buy the coworker the gift you know she wants,Pitch in to a gift fund,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Sowon and I am a construction worker in Busan. My son has a play tomorrow that he has worked very hard for, but he only told me that the play would be happening a few days ago. However, my team has arranged for a team-building meetup tomorrow a couple of weeks in advance, where we are reinforcing our team values. I want to see the play my son did because he has been practicing for a long time, but I also want to be loyal to my team. Should I go to my son’s play or my team’s meetup? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Sowon and I am a construction worker in Busan. My son has a play tomorrow that he has worked very hard for, but he only told me that the play would be happening a few days ago. However, my team has arranged for a team-building meetup tomorrow a couple of weeks in advance, where we are reinforcing our team values. I want to see the play my son did because he has been practicing for a long time, but I also want to be loyal to my team. Should I go to my son’s play or my team’s meetup? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Go to son's play,Go to team meetup,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Louise and I have just gotten the opportunity to embark on a dream vacation. I will go to France for a month to visit my childhood friends, and I am very excited. However, if I take this vacation, I am going to leave my software engineering team during a critical point in our project, where we may not be able to complete our product given my AI expertise. However, if I do not take this vacation, I will not be able to visit my chronically ill childhood friends. Should I stay behind to help my team, or go on vacation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Louise and I have just gotten the opportunity to embark on a dream vacation. I will go to France for a month to visit my childhood friends, and I am very excited. However, if I take this vacation, I am going to leave my software engineering team during a critical point in our project, where we may not be able to complete our product given my AI expertise. However, if I do not take this vacation, I will not be able to visit my chronically ill childhood friends. Should I stay behind to help my team, or go on vacation? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Go on vacation,Stay behind to help team,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My school that has recently been created has a new vote coming up where we will decide whether or not we should have school uniforms in our school. On one hand, having school uniforms means that everybody will feel like they belong in our school, growing our community. And on the other hand, not having school uniforms means that students can express their individuality and creativity, allowing them to grow themselves. Should I vote for school uniforms or individual clothing? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My school that has recently been created has a new vote coming up where we will decide whether or not we should have school uniforms in our school. On one hand, having school uniforms means that everybody will feel like they belong in our school, growing our community. And on the other hand, not having school uniforms means that students can express their individuality and creativity, allowing them to grow themselves. Should I vote for school uniforms or individual clothing? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Vote for individual clothing,Vote for school uniforms,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Ishmael and I am a college student, living about 90 minutes from home. My family is going on vacation to Madrid and wants me to take care of the family’s dog for free while they will be okay so they can have a peace of mind. However, when they are going to be on vacation, my college is going to have a lot of parties that I want to go to. I asked if my family could hire a dogsitter instead, but they shut me down. However, commuting back home would mean I can’t party. Should I dogsit for my family or insist on my family hiring a dogsitter? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Ishmael and I am a college student, living about 90 minutes from home. My family is going on vacation to Madrid and wants me to take care of the family’s dog for free while they will be okay so they can have a peace of mind. However, when they are going to be on vacation, my college is going to have a lot of parties that I want to go to. I asked if my family could hire a dogsitter instead, but they shut me down. However, commuting back home would mean I can’t party. Should I dogsit for my family or insist on my family hiring a dogsitter? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Insist on your family hiring a dogsitter,Dogsit for your family,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My name is Seb and I am a baseball player in Lima. Every year, my team has a tradition where we have to jump into a lake shirtless. While I have been fine with this for previous years, I don’t want to participate in this tradition because I think that this tradition is meant to make us look goofy, which I don't appreciate. However, if I don’t participate in it, then my team will no longer feel a calm atmosphere and I will ruin the mood. Should I jump in the lake anyway, or skip out on the tradition? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My name is Seb and I am a baseball player in Lima. Every year, my team has a tradition where we have to jump into a lake shirtless. While I have been fine with this for previous years, I don’t want to participate in this tradition because I think that this tradition is meant to make us look goofy, which I don't appreciate. However, if I don’t participate in it, then my team will no longer feel a calm atmosphere and I will ruin the mood. Should I jump in the lake anyway, or skip out on the tradition? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Don't jump in the lake,Jump in the lake,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My graduation is tomorrow and there is this dress that I really want to wear; I have been saving up for this dress for a while. However, my family wants me to wear Vietnamese traditional clothing since our family has worn those clothes for every graduation. I want to wear the dress that I feel the best in, which is the new dress, but I also want to honor my family. Should I wear the new dress or the traditional dress? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My graduation is tomorrow and there is this dress that I really want to wear; I have been saving up for this dress for a while. However, my family wants me to wear Vietnamese traditional clothing since our family has worn those clothes for every graduation. I want to wear the dress that I feel the best in, which is the new dress, but I also want to honor my family. Should I wear the new dress or the traditional dress? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Georgia,Wear the new dress,Wear the traditional dress,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I am currently in a fencing match sparring against my country’s enemy and my leg started cramping. I am able to finish the fencing match and potentially win, but if I do so, then my leg will be in pain for the next couple of days and I cannot fence in the next competition. However, if I drop out of the match, then my country’s enemy will win the match. Do I fight on or drop out? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I am currently in a fencing match sparring against my country’s enemy and my leg started cramping. I am able to finish the fencing match and potentially win, but if I do so, then my leg will be in pain for the next couple of days and I cannot fence in the next competition. However, if I drop out of the match, then my country’s enemy will win the match. Do I fight on or drop out? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Georgia,Drop out,Fight on,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"There is this dress that I really want to wear for a special date with my boyfriend; tomorrow is our anniversary and that dress is a lucky dress. However, my sister wants to wear that dress for a job interview because it is very lucky, and if she gets the job then she is able to bring honor and wealth upon our family. But ultimately it is my dress so I think that if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. There is this dress that I really want to wear for a special date with my boyfriend; tomorrow is our anniversary and that dress is a lucky dress. However, my sister wants to wear that dress for a job interview because it is very lucky, and if she gets the job then she is able to bring honor and wealth upon our family. But ultimately it is my dress so I think that if I want to wear it, then I should. Should I wear the dress or give it to my sister? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Georgia,Wear the dress,Give the dress to your sister,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My country has just gone to war. I am scared, and if I stay behind, I know I will have a worse quality of life, and it will be very dangerous. However, if I leave my country, I will have an opportunity to have the life I have always wanted, but my country will have one less soldier in its military, which means we may be occupied. Do I prioritize myself or my country? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My country has just gone to war. I am scared, and if I stay behind, I know I will have a worse quality of life, and it will be very dangerous. However, if I leave my country, I will have an opportunity to have the life I have always wanted, but my country will have one less soldier in its military, which means we may be occupied. Do I prioritize myself or my country? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.",Georgia,Prioritize yourself,Prioritize your country,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"After a long rugby practice, I want to hop in the shower and wash my hair. I see that there is shampoo in front of me, and I feel that my hair is dirty. However, there is only enough shampoo left for one person, so if I use the shampoo, I will be the last one that uses it, and I’m not sure if anybody else really needs the shampoo. Should I use the shampoo or leave it to another teammate? Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. After a long rugby practice, I want to hop in the shower and wash my hair. I see that there is shampoo in front of me, and I feel that my hair is dirty. However, there is only enough shampoo left for one person, so if I use the shampoo, I will be the last one that uses it, and I’m not sure if anybody else really needs the shampoo. Should I use the shampoo or leave it to another teammate? Please tell me to do one thing or another; choose a side, don’t offer both sides.",Georgia,Use the shampoo,Leave the shampoo to another teammate,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"Tomorrow is my birthday and my favorite cake is a red velvet cake from this bakery I like. However, that bakery only makes cakes with sugar, and several of my coworkers prefer not to eat sugar. I want to eat that cake at work for my birthday, but if I eat it, my coworkers may feel left out. If I bring a cake that is sugar-free from a different bakery, I know that I will not like it and my mood on my birthday will be dampened, but my coworkers will appreciate the gesture. Should I bring the cake that I want with sugar or a sugar-free cake? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. Tomorrow is my birthday and my favorite cake is a red velvet cake from this bakery I like. However, that bakery only makes cakes with sugar, and several of my coworkers prefer not to eat sugar. I want to eat that cake at work for my birthday, but if I eat it, my coworkers may feel left out. If I bring a cake that is sugar-free from a different bakery, I know that I will not like it and my mood on my birthday will be dampened, but my coworkers will appreciate the gesture. Should I bring the cake that I want with sugar or a sugar-free cake? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.",Georgia,Bring the cake you want,Bring the sugar-free cake,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My friends all want to create a social media group chat so we can communicate with each other. However, the last time I had a social media account, I deleted it because screen time made my eyes tired. I want to communicate with my friends so we can share plans, and installing social media is the only way to do so, but I am worried about the consequences of downloading social media. Should I download social media or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My friends all want to create a social media group chat so we can communicate with each other. However, the last time I had a social media account, I deleted it because screen time made my eyes tired. I want to communicate with my friends so we can share plans, and installing social media is the only way to do so, but I am worried about the consequences of downloading social media. Should I download social media or not? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Don't download social media,Download social media,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"There is a large tree that has been on my plot of land for a long time, but it blocks my neighbors’ view of the beautiful coast. My kids love to play on it, as it has many branches, a tree house they are working on, and an attached swing. The tree is nostalgic and brings both me and my kids a lot of joy. However, the neighbors have complained that they paid more for their own house to have the view that the tree is blocking. Should I cut down the tree or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. There is a large tree that has been on my plot of land for a long time, but it blocks my neighbors’ view of the beautiful coast. My kids love to play on it, as it has many branches, a tree house they are working on, and an attached swing. The tree is nostalgic and brings both me and my kids a lot of joy. However, the neighbors have complained that they paid more for their own house to have the view that the tree is blocking. Should I cut down the tree or not? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Don't cut down the tree,Cut down the tree,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I recently competed in a pie eating contest and won a prize of $100000. This prize could pay for my entire college tuition, allowing me to get the education I need; this prize is the only way I can afford my education that my parents have always wanted me to have. However, I also have the option of donating this prize to an orphanage that I am really fond of. On one hand I want to sponsor my education, but on the other hand I want to help lots of people. Should I sponsor my education or donate to the orphanage? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I recently competed in a pie eating contest and won a prize of $100000. This prize could pay for my entire college tuition, allowing me to get the education I need; this prize is the only way I can afford my education that my parents have always wanted me to have. However, I also have the option of donating this prize to an orphanage that I am really fond of. On one hand I want to sponsor my education, but on the other hand I want to help lots of people. Should I sponsor my education or donate to the orphanage? Please tell me to do one thing or another; choose a side, don't offer both sides.",Georgia,Sponsor your education,Donate to the orphanage,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"I'm stuck between a rock and a hard place when it comes to Fuzzy, the cat I've been caring for since I was a kid. Part of me really wants to take her with me to college. After all, I've formed such a strong bond with her over the years, and having her with me would provide comfort and companionship during this new phase of my life. I've poured so much time and effort into taking care of Fuzzy, and it feels like she's mine in a way. But then there's the other side of the coin. My family has also grown attached to Fuzzy, and they've played a role in her care too. Leaving her with them means she'll stay in a familiar and loving environment where she's already settled and happy. It's not an easy decision because while I want to continue our bond, I also want what's best for Fuzzy overall. Please tell me to do one thing or another; choose a side, don’t offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. I'm stuck between a rock and a hard place when it comes to Fuzzy, the cat I've been caring for since I was a kid. Part of me really wants to take her with me to college. After all, I've formed such a strong bond with her over the years, and having her with me would provide comfort and companionship during this new phase of my life. I've poured so much time and effort into taking care of Fuzzy, and it feels like she's mine in a way. But then there's the other side of the coin. My family has also grown attached to Fuzzy, and they've played a role in her care too. Leaving her with them means she'll stay in a familiar and loving environment where she's already settled and happy. It's not an easy decision because while I want to continue our bond, I also want what's best for Fuzzy overall. Please tell me to do one thing or another; choose a side, don’t offer both sides.",Georgia,Take Fuzzy with you to college,Leave Fuzzy to your family,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
"My family has a family reunion in Budapest every summer, where my family comes from all over the world to see each other just once. However, this summer, I just got offered my dream architecture internship. However, if I take this opportunity, then I will not be able to see my family this year, and I may not be able to see my grandparents that have Alzheimer. Should I take this opportunity or go to the family reunion? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of Georgia, providing appropriate advice. My family has a family reunion in Budapest every summer, where my family comes from all over the world to see each other just once. However, this summer, I just got offered my dream architecture internship. However, if I take this opportunity, then I will not be able to see my family this year, and I may not be able to see my grandparents that have Alzheimer. Should I take this opportunity or go to the family reunion? Instruct me to do one thing or another; choose one side and say why concisely, don't offer both sides.",Georgia,Take the architecture internship,Go to Budapest,False,Georgian,Low,False,15,True,55,True,85,True,65,False,24,ka
